poetry_ground_truth,text,poetry_generated_Seq2Seq_with_Att
خیره شد در دیده و اندر دل او / شکل دیگر بود خلق و خلق ا,ان زمان به سلطان ابراهیم و خاندان او نزدیک شد و دید که او هم رنگش کبود شده و هم خلق و خوی اش.,تا که که در تو را <end> 
کو فاش کرد آنچنان ملک شگرف / خواند آن فقر را باریک حرف,او در این امر در ظاهر شده بود که در ان سلطنت با شکوه را غصب کرده و این قلعه را بر قیل و پا گذاشته است.,تا که که در تو را <end> 
به بد کرد آنچنان ملک شگرف / برگزید آن فقر بس بی حرف,او در این امر در شگفت شده بود که چگونه ان سرزمین با شکوه را فتح کرده و این مقام را بر قیل و پا نهاده است.,تا که که در تو را <end> 
بر هفت اقلیم ضایع میکند / چون گدا بر خاک سوزن میزند,سپس او فرمانروایی بر بزرگترین فرمانروای زمین را تباه میکند یعنی به چیزی دیگر. و از دست میدهد و مانند مرواریدی دور پارە خود را میدوزد.,تا که که در تو را <end> 
ملک و اقلیم ضایع میکند / چون گدا بر دلق سوزن میکشد,اما او پیروزی بر هفت ملت جهان را فراموش میکند یعنی به چیزی نمیرسد. و از دست میدهد و مانند بینوایان چشم گذشته خود را میدوزد.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
شیخ دور گشت از اندیشهاش / شیخ چون هشیار است و دلها نیست,شیخ یعنی کسی که از فکر او جدا شد. زیرا در مثل شیخ همان فکر است و دلها همچون اوست.,تا که که در تو را <end> 
شیخ عاشق گشت از اندیشهاش / شیخ چون عقل است و دلها ندارد,این یعنی ایمان ، از فکر او دور شد. زیرا در مثل شیخ همان ایمان است و دلها همچون اوست.,تا که که در تو را <end> 
چون عقل و خوف در دلها روان / نیست اندر بر وی همه جهان,ولی خدا مانند ترس و ترس در دلهای انسان جریان دارد. از اینرو ، هر روحی ، بر کسی پنهان نیست.,تا که که در تو را <end> 
چون رجا و رجا در دلها نهان / نیست مخفی بر وی اسرار نهان,ولی خدا مانند بیم و شر در دلهای مردم جریان دارد. از اینرو ، وجود خدا نیز بر کسی پوشیده نیست.,تا که که در تو را <end> 
دل نگه دارید ای بی حاصلان / در همه حضرت خوش دلان,ای انسان عاری از کمال و عاری از ابهام در برابر حقیقت ، مراقب دل خود باشید.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
دل خود دارید ای بی حضور / در حضور حضرت صاحب دلان,ای دوستان دور از کمال و عاری از حقیقت در برابر عارفان ، مراقب دل خود باشید.,تا که که در تو را <end> 
پیش اهل تن ادب بر ظاهرست / که باشد حقیقت او را ساترست,در میان مسلمانان جسم رعایت ادب تنها منحصر به اسیران نیست. زیرا حجاب عورت بسیاری را از انان میپوشاند.,تا که که در تو را <end> 
پیش اهل تن خود بر ظاهرست / که اسرار در نهان را ساترست,در این اسیران جسم رعایت ادب تنها محدود به ظواهر نیست. زیرا خداوند چیزهای زیادی را از انها میاموزد.,تا که که در تو را <end> 
پیش خلق دل بوسه بر خلق است / ز آنکه دلشان بر سرایر فاطن است,ولی در نزد این دلان ، حجاب منوط به زیبایی ظاهری است. زیرا دل انان بر رازهای خود اگاه است.,تا که که در تو را <end> 
پیش اهل دل ادب بر تن است / ز خاک قدم بر سرایر فاطن است,ولی در نزد اهل دلان رعایت ادب مقدم به ادب محض است. زیرا دل انان بر حقیقت نهفته اگاه است.,تا که که در تو را <end> 
تو به عکسی پیش کوران و جاه / با حضور خود نشینی پایگاه,ای تو ای عاری از کمال کارت رمز است,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
تو به عکسی پیش کوران بهر جاه / با تو آیی نشینی پایگاه,ای تو ای دوست از حقیقت کارت برعکس است,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
پیش بینایان مکن ترک ادب / نار شهوت را از آن شود بیدار,اما تو در زمان من علم ادب را پیش میبری. از اینرو به اتش اتش جهل مبدل میشوی.,تا که که در تو را <end> 
پیش بینایان را ترک ادب / گر شهوت را از بس گشتی حطب,اما تو در دل مردم بیت خود را فرو میبری. از اینرو به سپر اتش انقلاب تبدیل میشوی.,تا که که در تو را <end> 
چون نبودی فطنت و نور هدا / بهر کوران روی را نداری جلا,وقتی که تو دارای زیرکی و روشنایی کافی باشی. ناگزیر باید ارامش خود را برای نابینایان حفظ کنی.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
چون نداری فطنت و بی هدا / گر کوران روی را میزن جلا,وقتی که تو دارای زیرکی و روشنایی خاصی باشی. تو باید روش خود را برای نابینایان تغییر دهی.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
پیش بینایان حدث در روی کار / نظر میکن با چنین بی حال,وقتی که فاقد بینش خوبی باشی ناگزیر نجاسات را بر چهرە خود بخوان و پیش خود بیا مینشین,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
پیش بینایان حدث در روی او / رو میکن با چنین معنی حال,وقتی که اهل بینش واقعی باشی ناگزیر خود را بر جای خود میافکند و نزد اهل بصیرت مینشین,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
دو سوزن زود در دریا فکند / خواست سوزن را به بالا بلند,این کار شیخ زاهد نفس خود را در هوا انداخت و سپس با صدای بلند در را باز کرد.,تا که که در تو را <end> 
همه سوزن زود در دریا فکند / خواست سوزن را به آواز بردند,طبق حکایت شیخ اسماعیل سوزن خود را در ان انداخت و سپس با صدای بلند ان را باز کرد.,تا که که در تو را <end> 
صد هزاران ماهی الهیی / یکی زر در لب هر ماهیی,با چند هزار نفر که ماموران نجات فرستاده بودند. هر کدام اشکی از مروارید به لب داشتند.,تا که که در تو را <end> 
صد هزاران ماهی الهیی / سوزن زده در لب هر ماهیی,بعلاوه یک جفت ماهی که ماموران صید شده بودند. هر کدام سوزنی از طلا به لب داشتند.,تا که که در تو را <end> 
رو بدو کرد و بگفتش ای امیر / چون دل به یا ملک بود حقیر,ابراهیم بیدرنگ به ان مرد رو کرد و گفت ای ابراهیم سلطنت بر تو بهتر است یا این که ناچیز مادی تو,تا که که در تو را <end> 
رو بدو کرد و بگ ای امیر / ملک دل به یا تو ملک حقیر,اما ادهم به ان دو رو کرد و گفت ای امیر خدا بر تو بهتر است یا این که ناچیز مادی تو,تا که که در تو را <end> 
این نشان از این هیچ نیست / تا به تو در روی ذات تو بیست,این کرامت را که باید دیدی زیبایی و کرامت ظاهری است. در واقع چیزی به حساب نمیاید. کمی تامل کن تا ببینی که در عالم واقع چه اسرار و نبایدهایی نهفته است.,تا که که در تو را <end> 
این سخن از این هیچ نیست / تا به باطن در روی بینی تو هم,این کرامت را که خواهی دیدی زیبایی و زیبایی ظاهری است. در واقع چیزی به حساب نمیاید. پس دقت کن تا بفهمی که در این باطن چه اشیاء و اموالی نهفته است.,تا که که در تو را <end> 
سوی چمن از باغ شاخی آورند / سرو و بستان را سوی آنجا برند,برای مثال از ان شاخهای به عنوان نمونه نزد شورای شهر میبرند. و الا باغ و بوستان را چگونه ممکن است بدانجا ؟,تا که که در تو را <end> 
سوی شهر از هوا شاخی آورند / باغ و چمن را کجا آنجا دهند,برای مثال از باغ شاخهای به عنوان نمونه نزد فردوسی در تهران. و الا باغ و بوستان را چگونه ممکن است بدانجا ؟,تا که که در تو را <end> 
بود باغی کین فلک یک برگ برگ / بلکه آن هم وین دیگر چو پوست,بویژه باغی که سپهر گردون با همە عظمت یک در ان حساب میشود. بلکه میتوان گفت که ان باغ نه به مثابه مغز است و سپهر گردون به مثابە قلب.,تا که که در تو را <end> 
خاصه باغی کین فلک یک دم اوست / بلکه آن مغزست و دیگر بی پوست,نه ان که سپهر گردون با تمام عظمت یک ساله ان نمایان میشود. بلکه باید گفت که ان به معنا به منزلە پوست است و سپهر گردون به مثابە پوست.,تا که که در تو را <end> 
تو داری سوی اطراف باغ گام / بوی افزون جوی و در دفع زکام,اگر به سوی ان باغ میروید بر داریم. کم کم پوست گل را پاک کن و زکام را از خود بزدای.,تا که که در تو را <end> 
برنمی داری سوی خویشتن یک گام / باد افزون جوی و کن دفع زکام,اگر به سوی ان رود گلی پیش اید. دست کم بوی گل را استنشاق کن و زکام را از خود بزدای.,تا که که در تو را <end> 
تا که آن بو جاذب جانت شود / تا که با جان و چشمانت شود,تا اینکه ان عطر مشام تو را به سوی خود جلب کند. و در بینایی و در چشم دل تو گردد.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
تا که آن روح جاذب جانت شود / تا که بی بو در چشمانت شود,تا اینکه ان بوی عطر تو را به سوی خود جلب کند. و باعث روشنی و روشنی چشم دل تو گردد.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
گفت یوسف علی یوسف نبی / بهر بو القوا علی وجه ابی,حضرت امام به سبب همین بو گفت که ان را روی سر خودم بگذارم.,تا که که در تو را <end> 
گفت یوسف ابن یعقوب بین / بهر بو الله علی وجه ابی,حضرت امام به سبب همین بو گفت که ان را روی پای خودم بگذارم.,تا که که در تو را <end> 
پنج حس با همدگر پیوستهاند / ز بس این هر پنج را اصلی رستهاند,پنج حس با یکدیگر متقارن و همزمان اند زیرا این دو همگی از راه تقارن پدید میایند.,تا که که در تو را <end> 
پنج حس با همدگر پیوستهاند / از آنکه این هر پنج را اصلی رستهاند,پنج حس با یکدیگر پیوسته و مرتبط اند زیرا این حواس تنها از پس حرکت بر میایند.,تا که که در تو را <end> 
قوت یک قوت باقی شود / مابقی را هر یکی حاصل شود,قوی شدن یکی از ان حواس سبب تقویت دیگر حواس میشود. هر یک از ان حواس دیگری را نیرومند میکند.,تا که که در تو را <end> 
قوت یک قوت باقی شود / مابقی را هر یکی حاصل شود,برانگیخته شدن یکی از ان حواس سبب تقویت دیگر حواس میشود. هر یک از ان حواس دیگری را نیرومند میکند.,تا که که در تو را <end> 
دیدن کمال فزاید نطق را / نطق در دیده نماید صدق را,همچنین لبخند سبب افزایش نیروی کلام میشود و کلام صداقت شما را افزایش میدهد.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
دیدن تو فزاید نطق را / نطق در دیده فزاید سخن را,ماساژ چشمها سبب افزایش درک کلام میشود و همچنین زیبایی چشم را افزایش میدهد.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
ز بیداری هر حس میشود / حسها را ذوق معرفت میشود,صداقت موجب بیداری با حواس میشود. از اینرو صداقت با حواس محرم و انیس است.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
صدق بیداری هر زمان میشود / حسها را به مونس میشود,او موجب بیداری همە مردم میشود. از سر ذوق با همه دوست و همدم میشود.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
چون یکی حس در روش بگشاد بند / مابقی صاحب همه عالم شوند,هرگاه یکی از حواس در ضمن بند بند از سر خود باز کند دیگر حواس نیز پایان مییابد.,تا که که در تو را <end> 
چون یکی حس در روش بگشاد بند / مابقی حسها همه هشیار شوند,هرگاه یکی از حواس در ضمن ان را از پای خود باز کند دیگر حواس نیز نجات مییابد.,تا که که در تو را <end> 
چون یکی حس غیر اسرار دید / راه غیبی بر همه اشیا پدید,اگر یکی از حواس امور غیر محسوس را بیافریند. امور غیبی بر همە حواس دیگر چیره میشود.,تا که که در تو را <end> 
چون یکی حس غیر محسوسات پدید / شد پیدا بر همه حسها پدید,همینکه یکی از حواس دیگر غیر ان را بگوید. امور غیبی بر همە حواس دیگر اعمال میشود.,تا که که در تو را <end> 
چون ز جو جست از خویش یک بار / پس پیاپی جمله ز آن سو برداشت,برای مثال هرگاه یکی از گوسفندان از جوی اب بیاید. به دنبال او دیگر گوسفندان نیز از ان جوی اب خواهند اورد.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
چون ز جو جست از هم یک گوسفند / پس پیاپی جمله ز آن یک شدند,برای مثال هرگاه یکی از گوسفندان از جوی اب بپرد. به جای او دیگر گوسفندان نیز از ان جوی اب خواهند خورد.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
جمال عالم را ببین / در چرا از اخرج المرعی چران,تو نیز ای که نژاد وحشی خود را از خاک سوریه بیرون اوری و خود را در دامی که بدان حق داشتند بچران.,تا که که در تو را <end> 
مقامات حق را باشند / در چرا از اخرج المرعی چران,تو نیز ای انسان باید گوسفندان خود را از زیر صحرا بیرون کنی و تو را در چراگاه که برایت حق است داری.,تا که که در تو را <end> 
تا در بزم سنبل و نسرین چرن / تا به روضات حقایق گلستان برند,تا حواس تو در دنیای سرسبز باقی بمانند و بتوانند معانی یابند و به حواس تو راه یابند.,تا که که در تو را <end> 
تا در کنار لاله و سوسن چرند / تا به روضات حقایق ره برند,تا دختران تو در چراگاه نور الهی بمانند و نسرین را بیابند و به باغهای تو راه یابند.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
هر حس ات پیغمبر پیغمبر شود / جمله حسها را در همه جهان کشد,در این زمان هر یک از سخنان تو که به یک ارتباط غیر مستقیم با پیامبر دیگر حواس میشود,تا که که در تو را <end> 
هر حس که پیغمبر حسها شود / این حسها را در آن جنت شود,در این لحظه هر یک از حواس تو که به چیزی غیر غیر واقع رسیده است دیگر پرت میشود,تا که که در تو را <end> 
حسها با چشم تو محرم راز / بی باک. بی حقیقت بی مجاز,ان حواس با ظاهری بی الایش و سرشار از دروغ گویی و حقیقت گویی به حس تو نگاه میکند.,تا که که در تو را <end> 
حسها با حس تو گویند راز / بی ظاهر. بی حقیقت بی کلام,ان گاه با زبانی بی نظیر و سرشار از حقیقت گویی و حقیقت گویی به حس تو رازها میکند.,تا که که در تو را <end> 
چونکه حسها از حس تو شد / مر حیدر را خود از تو بد,چون همە انسانها فرمانبردار و فرمانبردار حس حقیقت یاب تو شدند. حتی اسمانها و زمین نیز به اطاعت تو درمی ایند.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
چون که جان رود در ملک پوست / از آن کی بود قشر آن اوست,برای مثال هرگاه بر سر کسی پوستی افتاده باشد مغز به چه کسی میرسد مسلما به کسی که پوست به او رسیده است.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
چون که سر رود در ملک پوست / عشق آن کی بود قشر شمشیر اوست,برای مثال هرگاه بر سر کسی اتفاقی افتاده باشد مغز به چه کسی میرسد و به کسی که پوست به او رسیده است.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
چون تنازع در فتد در زیر کاه / از خار کیست آن را خار نگاه,اگر بحث بر سر بدست اوردن برگ دانه باشد. تو به ان فکر کن که دانه به چه کسی است.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
چون تنازع در است در صف کاه / گر آن کیست ما را کن نگاه,اگر کار بر سر در اوردن یک درخت باشد. تو به ان فکر کن که او به چه کسی میدهد.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
پس این قشرست و روح روح مغز / این پدیدست آن همه رو ملغز,پس فلک به صورت پوست و مغز روح به منزلە خاک است. فلک اشکار است. ولی ان جسم ناپیدا را باش که به این علت دچار فراموشی شو.,تا که که در تو را <end> 
پس مرده بود و پیش روح مغز / این پدیدست آن خفی زین رو بود,پس فلک به منزلە خون و از ان به درون پوست است. فلک اشکار است. ولی مگر تو ناپیدا اشکار باش که به این علت دچار گمراهی نشوی.,تا که که در تو را <end> 
جسم ظاهر روح از ست / جسم همچون سینه جان همچو دست,جسم پیدا و نمایان است ولی روح مخفی و مخفی. مثل در مثل مانند استین لباس است و مثل مانند شلوار.,تا که که در تو را <end> 
روح چون روح جان آمده ست / جسم همچون آستین جان همچو دست,جسم پیدا و نمایان است ولی جسم مخفی و مخفی. مثل در مثل مانند استین لباس است و مثل مانند شلوار.,تا که که در تو را <end> 
باز عقل از روح برتر بود / حس سوی عالم زوتر بود بر,ولی انسان از روح حیوانی مخفیتر است. از طرفی حس ادمی به روح حیوانی نزدیکتر است.,تا که که در تو را <end> 
باز عقل از عشق مخفیتر بود / جان سوی روح زوتر شد بر,ولی عقل از روح حیوانی مخفی است. از طرفی حس ادمی به روح حیوانی نزدیکتر است.,تا که که در تو را <end> 
جنبشی بینی که زنده است / این ندانی که ز او بیگانه است,هر گاه تو حرکتی در یک شخص مشاهده میکنی درمی یابد که او موجودی زنده است ولی صرفا به واسطه این حرکت میتوانی ان موجود را موجود حیات بدانی.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
جنبشی که بدانی زنده است / این حقیقت که ز حق زنده است,هر گاه تو حرکتی در یک موجود پیدا میکنی درمی یابد که او موجودی زنده است ولی صرفا به خاطر این حرکت نمیتوانی ان موجود را صاحب خود ببینی.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
تا که از خرد کند / جنبش مس را به دانش زر کند,نه اینکه حرکتی موزون و سازواری از ان موجود سر بزند. و ان حرکت ناموزون را که همچون مس بی ارزش است بدون دانش و فناوری به حرکات ناموزون که مانند طلا ارزش دارد تبدیل میشود.,تا که که در تو را <end> 
تا که جنبشهای موزون سر کند / اصل مس را به دانش طی کند,نه اینکه حرکات موزون و خاصی از ان موجود سر زند. و ان حرکات موزون را که همچون مس بی ارزش است با شناخت و معرفت به حرکات ناموزون که مانند طلا ارزش دارد تبدیل میشود.,تا که که در تو را <end> 
ز آن مناسب آمدن افعال دست / فهم آید که تو را که بیش نیست,یعنی وقتی که انسان دست در انجام یکسری حرکات موزون و موزون دارد. درمی یابد که در ان موجود چه عقلی وجود دارد.,تا که که در تو را <end> 
اگر تو مناسب آمدن افعال دست / فهم آید مر تو را که ایشان هست,مثلا وقتی که میبینی دست در بعضی حرکات حرکتی موزون و موزون دارد. یا یابی که در ان حرکتهای دیگری نیز وجود دارد.,تا که که در تو را <end> 
در وحی از عقل پنهانتر بود / با آنکه او پنهان است او از آن سر بود,روح وحی از عقل نیز مجرد است یعنی انچه که وارد روح وحی میشود لطیفتر و مجردتر از عقل است. زیرا این روح غیر طبیعی و از جهان خارج طبیعی است.,تا که که که در تو را <end> 
درون وحی از عقل پنهان بود / ز آنکه او غیب است او ز آن برتر بود,روح انسان از عقل نیز مخفی است یعنی روحی که موجب وقوع وحی میشود لطیفتر و مجردتر از عقل است. زیرا این روح امری مجرد و از جهان ماورای طبیعت است.,تا که که در تو را <end> 
عقل پاک از کسی حاصل نشد / روح وحیش مدرک هر جان نشد,ان حضرت ادم از کسی جدا نبود ولی روح او را هیچ روح دیگری نتوانست پیدا کند.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
عقل احمد از کسی پنهان نشد / در وحیش مدرک هر یکی نشد,عقل سلطان احمد از کسی جدا نبود ولی روح او را هیچ روح دیگری نتوانست پیدا کند.,تا که که در تو را <end> 
روح او را مناسب هاست نیز / در نیاید عقل او آمد پدید,زبانی است که قابلیت درک ان را دارد. حس مناسب و واضحی دارد که خواننده نمیتواند ان را درک کند از بس که ادراک دشوار است.,تا که که در تو را <end> 
روح شریف را مناسب هاست نیز / در نیاید عقل بزرگ و عزیز,مثل روحی که توانایی ادراک نور را دارد. حرکات مناسب و ظریفی دارد که کسی نمیتواند ان را ادراک کند از بس که ادراک ناشدنی است.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
گه جنون بیند گهی حیران شود / ز آنکه دور است تا او آن شود,گاهی نیز در ان روح خود دیوانگی میگذارد و گاهی از وجود ان جسم حیران میگردد. زیرا اگر کسی بخواهد حقیقت ان را درک کتد. چارهای ندارن مگر انکه خود به مقام اجتهاد نايل شود.,تا که که در تو را <end> 
مرد جنون عاشق و حیران شود / ز آنکه موقوف است تا او آن شود,گاهی نیز در ان روح اثار دیوانگی میبیند و گاهی از شنیدن ان سرگشته حیران میگردد. زیرا اگر عقل نتواند حقیقت ان را درک کتد. هرگز ندارن مگر انکه خود به درک روح نايل شود.,تا که که در تو را <end> 
چون شود افعال خضر / عقل خود بود در دیدش کدر,یا مثلا کارهای حضرت خضر در نظر مردم پیش میامد و عقل سلیم نمیتوانست صحت کارهای او را درک کند.,تا که که در تو را <end> 
چون مناسبه حیوان خضر / عقل موسی بود در دیدش کدر,زیرا مثلا کارهای شخص پیامبر در نظر موسی کوتاه میامد و عقل موسی نمیتوانست معنای کارهای او را درک کند.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
نامناسب مینمود کار او / پیش خود چون نبودش حال ا,اما خضر در نظر موسی کوتاه میامد. زیرا موسی حال خضر را نمیدانست.,تا که که در تو را <end> 
نامناسب جمله روی او / پیش موسی چون نبودش حال ا,حال خضر در نظر موسی نامعقول میامد. زیرا او حال خضر را نمیداند.,تا که که در تو را <end> 
عقل را چون شود در بند بند / عقل موشی خود کی است ای پسر,ای موش در جایی که مبادا موسی در فهم حقایق غیبی ناتوان شود. عقل موش دیگر چیست که نمیتواند این امور را فهم کند,تا که که در تو را <end> 
عقل میگوید چون شود در غیب بند / جان موشی خود عطار است ای ارجمند,ای بزرگوار در جایی که هست نمیتواند در ادراک حقایق غیبی درمانده شود. ان موش دیگر چیست که میتواند این امور را ادراک کند,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
علم تقلیدی بود بهر فروخت / چون بیابد مشتری و برف,علوم اسلامی تنها برای داد و ستد علمی بکار میرود. همینکه مشتری و مستمعی برای ان پیدا میشود. صاحب این علوم بسیار شادمان و خوشحال میشود.,تا که که در تو را <end> 
بر تقلیدی بود بهر فروخت / چون بیابد مشتری خوش برف,علوم نفسانی تنها برای داد و ستدهای دنیوی بکار میاید. اگر مظهر و رقیبی برای ان پیدا شود. صاحب این علوم بسیار خشنود و خشنود میشود.,تا که که در تو را <end> 
مشتری حق تحقیقی حق است / دایما بازار او با حق است,اما مخاطب و خریدار علوم این حضرت حق الناس است نه عوام پسند. و همیشه هم ان علم پر رونق است.,تا که که در تو را <end> 
مشتری علم تحقیقی بهار است / قیمت بازار او با رونق است,اما فروشنده و خریدار در ان حضرت حق الناس است نه عوام فریبی. و همیشه بازار ان بسیار پر رونق است.,تا که که در تو را <end> 
لب ما مست در بیع و مست / مشتری بی حد که الله باشد,صاحب علم ، لب از سخن فرو میبندد و مستانه به خرید و فروش و داد و ستد علم سرگرم میشود. خریدار این علم حضرت حق است که او را مسلمان نیست.,تا که که در تو را <end> 
عشق ببسته مست در بیع و جو / عشق بی حد که الله اشتری,صاحب علم ، لب از سخن فرو میبندد و مستانه به خرید و فروش و داد و ستد ان سرگرم میشود. صاحب این علم حضرت حق است که او را پوشیده نیست.,تا که که در تو را <end> 
کتاب آدم را فرشته است / محرم درسش نه ماه و پری,فرشتگان همان تعالیم هستند که انسانهای ادم از حق خدا اموختند. در حالی که فرشتگان و پریان اجازه فرا گرفتن این تعالیم را دارند.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
درس آدم را افسانه است / محرم راز نه دیوست و پری,اینها همان تعالیم هستند که از عیسی از حق تعالی گرفتهاند. در حالی که شیاطین و پریان توان فرا گرفتن این تعالیم را ندارند.,تا که که در تو را <end> 
آ کس را که کوته بین بود / در جهان فتنه و بی تمکین بود,کسی که واقع بین است و همواره زبان عوض میکند و دیگر معنایی ندارد.,تا که که در تو را <end> 
آ کس را که کوته بین بود / در او غرق و بی کران بود,کسی که کوتاه بین است و همواره رنگ امیزی میکند و زیبایی خاصی ندارد.,تا که که در تو را <end> 
موش گفتم از آنکه در زندان است روان / خاک باشد موش را جای معاش,چنین شخصی را من موش ندیدهام زیرا که او در ان فرورفته میگری و در ان زندگی میکند.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
موش گفتم که سر در خاک است جاش / نه باشد موش را جای معاش,چنین شخصی را من مقصر نمیدانم زیرا که او در دنیایی بزرگ میگری و در ان زندگی میکند.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
کجا داند ولی در زیر کوه / هر طرف او خاک را کرده ست سوار,معروف است که موش نیز راهها بلد است. ولی این راهها همه در زیر خاک است. موش در زیر خاک هر طرف را سوراخ میکند و برای خود راهی میسازد.,تا که که در تو را <end> 
هیچکس داند ولی در زیر خاک / هر طرف او زمین را کرده ست پست,درست است که موش نیز راههایی بلد است. ولی این راهها همه در زیر خاک است. موش در زیر خاک هر طرف را نگاه میکند و برای خود راههایی میسازد.,تا که که در تو را <end> 
در موشی نیست الا لقمه رند / قدر هر موش را عقلی دهند,روحی که اگر موش حقیر و بی مقدار باشد. به لقمهای اکتفا نمیشود. از طرفی به هر حاجت ان موش حقیر ، به او داده میشود.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
هیچ خالی نیست الا لقمه رند / قدر حاجت موش را عقلی دهند,کسی که همانند موش است و بی ارزش باشد. به انسان برخورد میکند. از اینرو به قدر حاجت ان روح شریف ، به او داده میشود.,تا که که در تو را <end> 
از لطف بی حاجت خداوند خداوند / مینبخشد هیچکس را هیچ چیز,زیرا خداوند ارجمند به هیچکس چیزی را که نیاز داشته باشد ارزانی میدارد.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
ز آنکه بی حاجت بسیار باشد / مینبخشد کس را هیچ چیز,زیرا خدای ارجمند به هیچکس چیزی را که نیاز داشته باشد ارزانی دارد.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
گر نبودی حاجت هفت زمین / نماند هیچ رب العالمین,برای نمونه اگر خدای افرینش به زمین متصل نبود. پروردگار ما هرگز ان را نپذیرفت.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
چون زمین مضطرب محتاج کوه / گر نبودی فلک پر شکوه,اگر این پناهگاه امن و پر اضطراب به انها نیاز نداشت. انها کوههای عضیم را گرفتند.,تا که که در تو را <end> 
ور نگیرد غبار افلاک هم / پیش گردون ناوریدی از عدم,و اگر به اسمانهای صاف میرسید نبود. هرگز اسمان را عدم فرود نمیامد.,تا که که در تو را <end> 
ور نبودی حاجت افلاک هم / یک نقطه خالی از عدم,و اگر به دنیای تاریک رسیدند نبود. و انها را عدم وجود نیاورد.,تا که که در تو را <end> 
آفتاب و ماه و این زمان / جز به ما کی پدید آید عیان,اگر توان در توان نبود ابر و ماه و خورشید کی پدید میامد,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
خورشید و ماه و این استارگان / جز به حاجت کی روشن شود عیان,اگر نیازی در شب نبود خورشید و ماه و ستارگان کی بیرون میامد,تا که که در تو را <end> 
پس کمند هستها حاجت بود / ولی او مرد را حاجت بود,پس نتیجه میگیریم که نیاز به قدرت انسان است که طبیعت را به عرصە وجود میکشد بطوری که انسان به تناسب نیازهایش ابزار و لوازمی در اختیار دارد.,تا که که در تو را <end> 
پس کمند ترا حاجت بود / پس حاجت مرد را حاجت بود,پس نتیجه میگیریم که نیاز به منزلە انسانی است که اسایش را به به وجود میاورد بطوری که انسان به اندازە نیازهایش اسباب و امکاناتی در اختیار دارد.,تا که که در تو را <end> 
